State,Crop,Season,Year,Area,Production
Tamil Nadu,Rice,Rabi,2021,576.29,2397.94
Maharashtra,Maize,Kharif,2021,489.83,2046.09
Maharashtra,Cotton,Rabi,2022,838.24,2025.35
Maharashtra,Cotton,Kharif,2018,169.04,398.04
Maharashtra,Maize,Rabi,2019,467.31,1992.66
Tamil Nadu,Maize,Kharif,2021,171.02,739.4
Punjab,Wheat,Rabi,2022,973.14,3669.63
Tamil Nadu,Cotton,Rabi,2018,401.98,971.82
Maharashtra,Rice,Kharif,2020,47.14,116.46
Maharashtra,Maize,Rabi,2020,473.64,2308.24
Maharashtra,Rice,Rabi,2021,382.29,1192.0
Punjab,Rice,Rabi,2019,63.44,270.97
Tamil Nadu,Wheat,Rabi,2018,461.73,2123.09
Tamil Nadu,Wheat,Kharif,2023,135.78,641.9
Punjab,Maize,Rabi,2022,890.61,3186.08
Maharashtra,Maize,Rabi,2019,564.86,1923.34
Tamil Nadu,Cotton,Rabi,2021,787.89,2597.58
Karnataka,Cotton,Kharif,2022,332.82,718.76
Maharashtra,Rice,Rabi,2019,784.64,1749.62
Maharashtra,Rice,Rabi,2021,717.52,2555.17
Tamil Nadu,Rice,Rabi,2020,924.48,3555.07
Tamil Nadu,Rice,Rabi,2019,999.66,4673.52
Punjab,Wheat,Rabi,2021,255.64,1254.46
Punjab,Wheat,Kharif,2022,926.94,2374.45
Maharashtra,Rice,Kharif,2022,476.73,2013.63
Karnataka,Cotton,Kharif,2020,105.49,452.54
Tamil Nadu,Maize,Rabi,2021,749.12,2287.24
Karnataka,Wheat,Kharif,2020,703.25,3194.13
Punjab,Maize,Rabi,2019,828.77,2528.78
Karnataka,Rice,Kharif,2019,231.85,562.96
Karnataka,Cotton,Rabi,2021,603.09,2516.8
Karnataka,Maize,Rabi,2022,687.28,1474.23
Maharashtra,Wheat,Kharif,2018,770.26,2251.87
Maharashtra,Wheat,Kharif,2023,812.23,3829.0
Maharashtra,Maize,Rabi,2023,837.73,2817.06
Tamil Nadu,Rice,Rabi,2020,759.13,1529.19
Tamil Nadu,Wheat,Rabi,2019,418.1,1039.55
Karnataka,Rice,Rabi,2023,775.23,3513.72
Tamil Nadu,Maize,Kharif,2020,604.71,2553.09
Karnataka,Maize,Rabi,2018,913.54,3615.07
Karnataka,Rice,Rabi,2019,822.34,3064.29
Karnataka,Maize,Kharif,2020,30.81,62.06
Tamil Nadu,Maize,Rabi,2018,589.64,2617.97
Karnataka,Wheat,Kharif,2021,547.11,1142.5
Punjab,Rice,Kharif,2022,830.66,3016.19
Maharashtra,Maize,Kharif,2021,500.68,1788.22
Karnataka,Cotton,Rabi,2018,285.38,992.53
Punjab,Maize,Kharif,2023,280.68,788.44
Punjab,Rice,Kharif,2023,55.82,253.5
Maharashtra,Maize,Rabi,2020,162.37,647.28
Maharashtra,Rice,Rabi,2023,363.55,1644.07
Maharashtra,Wheat,Rabi,2018,826.22,1674.42
Karnataka,Cotton,Kharif,2022,529.09,1149.49
Karnataka,Cotton,Rabi,2021,681.42,2539.33
Tamil Nadu,Maize,Kharif,2023,800.71,2412.98
Maharashtra,Cotton,Rabi,2023,466.64,1718.07
Maharashtra,Rice,Rabi,2018,723.79,2798.46
Karnataka,Maize,Rabi,2021,951.35,3901.61
Karnataka,Rice,Kharif,2021,376.36,1679.89
Maharashtra,Rice,Rabi,2020,31.98,101.44
Tamil Nadu,Rice,Kharif,2023,934.62,4515.96
Karnataka,Rice,Kharif,2018,853.78,3097.61
Karnataka,Maize,Kharif,2018,318.99,1575.18
Karnataka,Maize,Kharif,2018,338.84,1178.57
Tamil Nadu,Maize,Kharif,2018,507.84,1645.32
Karnataka,Rice,Kharif,2022,482.53,1063.48
Maharashtra,Wheat,Rabi,2021,314.0,1437.83
Karnataka,Wheat,Kharif,2020,151.91,732.93
Punjab,Maize,Kharif,2022,964.9,3686.03
Tamil Nadu,Cotton,Kharif,2021,533.93,1184.21
Punjab,Maize,Rabi,2021,858.18,3022.38
Karnataka,Cotton,Rabi,2023,214.82,644.71
Punjab,Rice,Kharif,2021,91.52,217.94
Tamil Nadu,Maize,Rabi,2019,437.21,1014.36
Karnataka,Maize,Rabi,2018,335.72,921.53
Maharashtra,Maize,Rabi,2023,363.9,1784.17
Tamil Nadu,Maize,Kharif,2019,36.49,86.87
Karnataka,Wheat,Rabi,2022,786.37,1584.32
Maharashtra,Cotton,Kharif,2018,444.57,1946.94
Maharashtra,Cotton,Kharif,2020,218.17,927.15
Tamil Nadu,Rice,Rabi,2019,37.26,145.12
Maharashtra,Cotton,Rabi,2018,289.11,811.11
Tamil Nadu,Maize,Rabi,2021,507.34,2187.32
Tamil Nadu,Maize,Kharif,2023,899.58,2745.06
Punjab,Rice,Rabi,2019,37.66,125.9
Tamil Nadu,Cotton,Kharif,2023,852.78,2417.8
Tamil Nadu,Wheat,Kharif,2021,305.73,1404.24
Punjab,Maize,Rabi,2023,848.3,2210.09
Maharashtra,Rice,Rabi,2018,932.71,2737.96
Punjab,Maize,Kharif,2020,425.8,1309.13
Karnataka,Maize,Kharif,2018,342.49,1314.42
Tamil Nadu,Wheat,Kharif,2021,641.52,1661.72
Punjab,Maize,Rabi,2021,780.61,1606.76
Maharashtra,Rice,Rabi,2019,299.38,817.46
Tamil Nadu,Cotton,Kharif,2023,153.22,703.82
Karnataka,Maize,Kharif,2022,551.3,1427.51
Tamil Nadu,Wheat,Kharif,2021,163.27,347.81
Maharashtra,Rice,Rabi,2021,167.12,440.17
Tamil Nadu,Cotton,Kharif,2023,887.68,2709.01
Karnataka,Cotton,Kharif,2022,911.67,4534.83
Tamil Nadu,Rice,Kharif,2023,190.6,885.96
Tamil Nadu,Rice,Rabi,2022,861.03,3996.05
Punjab,Wheat,Kharif,2022,659.53,1578.54
Maharashtra,Rice,Kharif,2018,804.5,2923.66
Tamil Nadu,Maize,Kharif,2019,189.92,632.13
Punjab,Cotton,Rabi,2019,790.63,1930.32
Tamil Nadu,Wheat,Rabi,2022,849.66,3551.63
Tamil Nadu,Rice,Kharif,2021,671.13,2352.59
Tamil Nadu,Maize,Rabi,2022,998.59,2858.07
Tamil Nadu,Maize,Kharif,2022,152.92,381.44
Karnataka,Wheat,Rabi,2018,200.95,736.67
Karnataka,Maize,Kharif,2018,17.16,54.8
Punjab,Wheat,Kharif,2019,882.8,2528.14
Punjab,Wheat,Rabi,2022,849.58,2208.16
Tamil Nadu,Wheat,Kharif,2022,718.32,1836.44
Maharashtra,Wheat,Rabi,2020,708.59,3251.24
Maharashtra,Cotton,Rabi,2023,587.74,1942.64
Maharashtra,Wheat,Rabi,2018,673.69,1494.44
Karnataka,Wheat,Kharif,2019,474.34,1915.14
Punjab,Maize,Rabi,2019,451.21,1650.02
Karnataka,Rice,Rabi,2021,862.77,3875.47
Maharashtra,Maize,Rabi,2018,179.55,543.62
Punjab,Wheat,Kharif,2019,536.46,2233.27
Tamil Nadu,Maize,Rabi,2021,150.0,490.56
Karnataka,Rice,Kharif,2022,886.51,3778.11
Maharashtra,Cotton,Rabi,2021,44.48,177.75
Tamil Nadu,Cotton,Rabi,2020,538.08,2178.53
Maharashtra,Cotton,Rabi,2023,653.63,2752.17
Punjab,Wheat,Rabi,2021,709.51,2624.43
Tamil Nadu,Rice,Kharif,2023,99.53,383.19
Karnataka,Maize,Rabi,2019,300.15,1347.37
Karnataka,Maize,Rabi,2022,16.24,37.32
Maharashtra,Wheat,Rabi,2018,408.9,1298.18
Maharashtra,Rice,Kharif,2018,834.41,2387.33
Maharashtra,Cotton,Kharif,2022,407.04,1380.98
Tamil Nadu,Cotton,Rabi,2019,25.35,97.44
Tamil Nadu,Wheat,Rabi,2019,119.08,523.36
Tamil Nadu,Wheat,Rabi,2019,188.39,670.95
Tamil Nadu,Maize,Kharif,2020,992.22,4032.01
Maharashtra,Cotton,Rabi,2022,750.6,3136.54
Punjab,Wheat,Kharif,2019,101.13,395.67
Tamil Nadu,Maize,Rabi,2019,132.56,593.92
Maharashtra,Maize,Kharif,2019,571.98,2703.18
Maharashtra,Rice,Rabi,2023,573.28,1523.87
Karnataka,Rice,Kharif,2023,775.73,1989.48
Punjab,Cotton,Rabi,2021,452.47,1073.31
Tamil Nadu,Maize,Kharif,2018,998.3,3440.95
Maharashtra,Cotton,Kharif,2022,383.48,1028.76
Karnataka,Wheat,Rabi,2020,378.57,1837.72
Punjab,Wheat,Kharif,2018,305.6,1100.96
Karnataka,Wheat,Kharif,2022,927.48,4622.87
Punjab,Rice,Kharif,2023,998.79,3065.97
Maharashtra,Wheat,Rabi,2020,182.01,887.36
Tamil Nadu,Rice,Kharif,2022,616.1,2553.05
Punjab,Maize,Rabi,2019,297.07,1369.28
Karnataka,Cotton,Rabi,2019,881.74,3195.19
Karnataka,Wheat,Rabi,2020,375.51,1161.85
Karnataka,Wheat,Kharif,2021,567.82,2319.2
Karnataka,Rice,Kharif,2019,59.36,202.73
Punjab,Wheat,Rabi,2023,183.76,442.86
Karnataka,Maize,Kharif,2023,976.51,2907.98
Punjab,Wheat,Kharif,2023,897.79,4147.4
Punjab,Rice,Kharif,2021,607.32,2582.92
Punjab,Rice,Kharif,2019,265.78,594.94
Tamil Nadu,Rice,Rabi,2021,238.61,500.25
Maharashtra,Rice,Kharif,2023,536.89,1715.65
Karnataka,Cotton,Kharif,2022,959.87,4765.25
Punjab,Rice,Kharif,2020,794.57,2586.29
Punjab,Cotton,Rabi,2023,436.89,1406.51
Karnataka,Maize,Rabi,2023,436.68,1363.19
Maharashtra,Wheat,Kharif,2020,685.38,2466.64
Punjab,Maize,Rabi,2023,999.46,2540.52
Maharashtra,Cotton,Rabi,2019,523.83,2594.95
Punjab,Cotton,Rabi,2018,232.81,767.93
Punjab,Rice,Kharif,2021,623.61,1439.25
Karnataka,Cotton,Rabi,2022,887.09,3625.22
Karnataka,Maize,Kharif,2019,983.2,3919.71
Maharashtra,Cotton,Rabi,2019,631.86,3069.36
Tamil Nadu,Cotton,Kharif,2020,52.04,222.17
Tamil Nadu,Cotton,Rabi,2021,663.29,2933.02
Maharashtra,Cotton,Kharif,2021,398.95,1408.98
Tamil Nadu,Cotton,Kharif,2021,977.03,2568.96
Tamil Nadu,Maize,Rabi,2021,667.89,1336.11
Maharashtra,Cotton,Rabi,2021,569.08,1409.58
Tamil Nadu,Rice,Rabi,2021,558.11,2176.69
Tamil Nadu,Cotton,Kharif,2023,196.65,861.79
Maharashtra,Maize,Rabi,2023,675.99,2052.75
Maharashtra,Maize,Rabi,2018,839.19,2265.71
Karnataka,Cotton,Kharif,2020,488.93,1804.66
Punjab,Wheat,Kharif,2019,767.81,2226.62
Tamil Nadu,Maize,Rabi,2020,967.25,4337.52
Karnataka,Maize,Kharif,2021,220.06,552.1
Maharashtra,Wheat,Kharif,2021,67.35,155.36
Maharashtra,Maize,Rabi,2018,385.61,1811.94
Tamil Nadu,Rice,Kharif,2022,27.16,64.19
Karnataka,Rice,Kharif,2019,517.01,1228.67
Tamil Nadu,Wheat,Kharif,2021,459.67,1333.96
Karnataka,Wheat,Kharif,2023,79.94,338.79
Maharashtra,Rice,Rabi,2018,25.53,110.34
Karnataka,Wheat,Rabi,2019,675.02,2561.44
Karnataka,Rice,Rabi,2021,939.72,2697.81
Karnataka,Rice,Rabi,2019,514.96,2041.72
Tamil Nadu,Wheat,Kharif,2023,548.71,1846.99
Maharashtra,Wheat,Kharif,2023,536.3,1904.45
Punjab,Wheat,Rabi,2023,281.89,1380.9
Karnataka,Rice,Rabi,2021,486.83,1781.67
Punjab,Cotton,Rabi,2022,493.04,2131.97
Punjab,Rice,Kharif,2022,767.39,2641.87
Punjab,Rice,Rabi,2023,931.29,2087.58
Karnataka,Maize,Kharif,2020,345.13,873.82
Karnataka,Maize,Kharif,2018,87.48,237.96
Maharashtra,Maize,Rabi,2021,948.8,3043.69
Tamil Nadu,Rice,Rabi,2020,674.53,2553.41
Punjab,Cotton,Rabi,2018,738.61,3396.85
Maharashtra,Maize,Rabi,2022,434.93,1493.43
Maharashtra,Wheat,Kharif,2022,562.51,2363.45
Punjab,Cotton,Rabi,2020,77.06,277.96
Punjab,Wheat,Rabi,2022,809.47,3794.81
Tamil Nadu,Wheat,Rabi,2022,123.43,413.89
Karnataka,Cotton,Rabi,2018,432.08,1955.96
Tamil Nadu,Cotton,Rabi,2018,275.3,931.16
Karnataka,Wheat,Kharif,2020,590.75,2357.38
Punjab,Cotton,Rabi,2018,460.23,1111.92
Punjab,Cotton,Kharif,2023,73.58,262.45
Karnataka,Maize,Rabi,2023,497.05,1855.76
Punjab,Maize,Kharif,2020,100.34,371.47
Maharashtra,Rice,Rabi,2022,909.18,3294.79
Karnataka,Maize,Rabi,2018,860.39,2753.73
Maharashtra,Cotton,Kharif,2023,688.84,1430.61
Maharashtra,Rice,Rabi,2020,536.28,1438.65
Maharashtra,Rice,Kharif,2020,877.7,4218.12
Tamil Nadu,Rice,Rabi,2021,226.11,574.89
Punjab,Rice,Kharif,2019,635.04,1401.27
Maharashtra,Wheat,Kharif,2021,741.21,3692.56
Punjab,Rice,Rabi,2023,471.51,947.43
Punjab,Wheat,Rabi,2023,452.97,1448.03
Tamil Nadu,Wheat,Rabi,2018,976.8,1993.86
Tamil Nadu,Maize,Kharif,2021,911.39,3897.64
Karnataka,Maize,Kharif,2022,440.95,1897.45
Tamil Nadu,Cotton,Rabi,2022,656.35,2257.29
Tamil Nadu,Maize,Rabi,2023,825.77,2358.68
Maharashtra,Maize,Rabi,2019,99.34,285.03
Punjab,Wheat,Rabi,2020,385.46,1305.32
Karnataka,Maize,Kharif,2023,994.42,3808.7
Karnataka,Rice,Kharif,2022,366.8,1158.4
Maharashtra,Rice,Kharif,2022,292.9,1205.02
Punjab,Cotton,Rabi,2020,246.66,1165.45
Karnataka,Wheat,Rabi,2019,439.02,1546.55
Maharashtra,Maize,Rabi,2020,897.79,3606.69
Maharashtra,Rice,Rabi,2018,891.7,2291.91
Karnataka,Rice,Rabi,2019,356.18,1686.89
Karnataka,Maize,Rabi,2020,743.87,2467.21
Punjab,Wheat,Rabi,2021,781.54,3299.45
Punjab,Rice,Kharif,2020,330.09,1160.48
Tamil Nadu,Rice,Rabi,2021,409.27,842.1
Punjab,Rice,Rabi,2022,899.72,3983.0
Karnataka,Maize,Rabi,2019,680.34,1999.77
Tamil Nadu,Cotton,Rabi,2020,161.01,505.74
Punjab,Rice,Rabi,2023,866.54,2851.47
Punjab,Maize,Rabi,2018,406.69,965.09
Maharashtra,Maize,Kharif,2019,442.49,1393.94
Tamil Nadu,Cotton,Rabi,2020,222.15,740.1
Punjab,Wheat,Rabi,2019,507.71,2328.85
Punjab,Cotton,Kharif,2019,216.55,931.64
Maharashtra,Wheat,Rabi,2020,218.71,995.02
Maharashtra,Wheat,Kharif,2019,819.5,2983.21
Tamil Nadu,Cotton,Kharif,2019,376.75,1382.29
Maharashtra,Cotton,Kharif,2022,531.43,2552.96
Karnataka,Rice,Kharif,2019,660.82,2568.04
Tamil Nadu,Maize,Kharif,2020,874.69,3378.21
Tamil Nadu,Cotton,Kharif,2020,481.7,1402.41
Punjab,Cotton,Rabi,2021,851.89,4169.38
Tamil Nadu,Rice,Rabi,2019,98.24,280.4
Maharashtra,Rice,Kharif,2019,220.31,624.49
Karnataka,Maize,Rabi,2018,450.64,1502.2
Karnataka,Wheat,Kharif,2023,866.86,3399.98
Maharashtra,Cotton,Rabi,2023,223.21,941.23
Maharashtra,Cotton,Rabi,2020,775.58,3665.86
Tamil Nadu,Wheat,Rabi,2023,971.59,4603.09
Karnataka,Maize,Rabi,2018,356.54,1532.25
Karnataka,Cotton,Kharif,2023,450.41,1075.62
Karnataka,Rice,Kharif,2018,664.78,3163.3
Maharashtra,Maize,Rabi,2021,933.18,4244.2
Punjab,Wheat,Rabi,2019,910.32,2712.43
Tamil Nadu,Cotton,Kharif,2021,645.38,2153.3
Maharashtra,Rice,Rabi,2023,924.17,2222.87
Tamil Nadu,Rice,Rabi,2018,661.36,3075.67
Maharashtra,Maize,Rabi,2021,767.18,3059.5
Karnataka,Maize,Rabi,2021,832.89,2012.13
Karnataka,Cotton,Rabi,2018,345.72,1687.5
Tamil Nadu,Rice,Rabi,2023,131.85,638.97
Punjab,Maize,Kharif,2019,642.65,1525.54
Tamil Nadu,Maize,Kharif,2018,873.38,1763.75
Maharashtra,Wheat,Rabi,2021,366.65,1273.32
Karnataka,Cotton,Rabi,2023,285.85,1348.6
Karnataka,Cotton,Rabi,2019,146.95,653.67
Tamil Nadu,Wheat,Kharif,2021,25.71,91.7
Punjab,Wheat,Kharif,2019,795.25,2559.72
Punjab,Rice,Rabi,2018,341.56,1092.63
Karnataka,Maize,Rabi,2022,41.73,110.76
Tamil Nadu,Cotton,Rabi,2020,277.27,1048.82
Punjab,Rice,Kharif,2023,213.67,623.73
Punjab,Maize,Rabi,2023,917.39,4385.13
Maharashtra,Cotton,Rabi,2020,985.63,2471.93
Karnataka,Wheat,Kharif,2023,280.24,1227.09
Tamil Nadu,Rice,Rabi,2023,486.4,1933.17
Maharashtra,Maize,Rabi,2021,605.61,1991.67
Punjab,Cotton,Kharif,2021,750.85,3657.68
Maharashtra,Maize,Rabi,2018,237.61,1166.54
Maharashtra,Maize,Kharif,2023,663.55,2414.26
Tamil Nadu,Wheat,Kharif,2021,473.39,1673.87
Punjab,Wheat,Rabi,2021,874.91,2016.0
Tamil Nadu,Cotton,Rabi,2019,836.1,2797.69
Karnataka,Maize,Rabi,2018,142.13,560.4
Tamil Nadu,Maize,Rabi,2022,906.65,3326.98
Tamil Nadu,Rice,Rabi,2020,697.47,2115.89
Karnataka,Rice,Rabi,2021,672.0,1530.7
Punjab,Wheat,Kharif,2022,525.16,2412.71
Karnataka,Rice,Rabi,2021,680.97,2135.23
Punjab,Wheat,Kharif,2021,468.82,2104.81
Tamil Nadu,Maize,Kharif,2022,690.07,1547.0
Punjab,Cotton,Kharif,2022,579.72,2776.57
Tamil Nadu,Wheat,Rabi,2022,403.82,932.87
Maharashtra,Cotton,Kharif,2022,770.25,1662.88
Punjab,Cotton,Kharif,2020,270.12,818.68
Tamil Nadu,Maize,Kharif,2021,437.7,1530.8
Tamil Nadu,Cotton,Kharif,2018,422.32,1185.95
Tamil Nadu,Wheat,Rabi,2022,244.74,617.23
Tamil Nadu,Wheat,Rabi,2018,967.89,4611.05
Punjab,Wheat,Kharif,2018,901.03,4263.95
Tamil Nadu,Rice,Rabi,2019,994.3,4922.28
Tamil Nadu,Wheat,Rabi,2019,52.85,171.52
Punjab,Maize,Rabi,2020,23.39,72.13
Maharashtra,Rice,Kharif,2022,111.39,430.09
Karnataka,Rice,Rabi,2022,15.45,68.3
Punjab,Rice,Rabi,2022,940.41,4634.87
Maharashtra,Cotton,Kharif,2021,160.01,551.46
Maharashtra,Wheat,Kharif,2020,801.87,2402.46
Karnataka,Rice,Kharif,2022,903.03,4221.71
Maharashtra,Wheat,Rabi,2022,213.99,741.89
Karnataka,Maize,Rabi,2019,351.68,1244.33
Karnataka,Maize,Kharif,2023,981.12,3167.14
Karnataka,Rice,Rabi,2018,720.03,3260.32
Maharashtra,Rice,Kharif,2020,640.14,1545.14
Maharashtra,Wheat,Kharif,2019,28.69,96.09
Punjab,Maize,Kharif,2018,22.74,50.38
Punjab,Rice,Rabi,2020,481.89,1710.78
Tamil Nadu,Rice,Rabi,2018,409.41,1542.92
Tamil Nadu,Cotton,Rabi,2021,562.1,1184.15
Karnataka,Maize,Rabi,2023,79.43,309.63
Maharashtra,Cotton,Kharif,2019,12.22,56.23
Punjab,Wheat,Rabi,2021,900.87,4338.73
Karnataka,Wheat,Rabi,2019,627.12,2097.66
Karnataka,Cotton,Rabi,2021,641.69,3076.04
Maharashtra,Wheat,Rabi,2023,773.43,2485.53
Karnataka,Cotton,Kharif,2023,777.62,2481.91
Maharashtra,Maize,Rabi,2021,586.93,1765.65
Punjab,Rice,Rabi,2020,748.19,3397.25
Maharashtra,Rice,Rabi,2018,196.29,786.32
Karnataka,Rice,Rabi,2020,803.15,2745.76
Maharashtra,Wheat,Rabi,2023,246.12,897.62
Karnataka,Maize,Rabi,2022,357.47,1039.09
Karnataka,Wheat,Rabi,2018,599.34,1867.72
Tamil Nadu,Maize,Kharif,2023,866.57,2729.43
Karnataka,Wheat,Rabi,2022,15.0,65.05
Maharashtra,Rice,Kharif,2021,560.81,2563.94
Maharashtra,Wheat,Rabi,2021,884.5,2971.07
Maharashtra,Maize,Kharif,2020,902.35,3910.9
Punjab,Rice,Rabi,2018,330.15,1535.87
Karnataka,Rice,Rabi,2021,246.47,1012.9
Maharashtra,Maize,Rabi,2019,878.32,3530.76
Maharashtra,Maize,Kharif,2021,804.03,3105.03
Karnataka,Cotton,Kharif,2020,661.96,2464.08
Maharashtra,Rice,Rabi,2022,537.32,1941.75
Maharashtra,Rice,Kharif,2020,922.69,2139.17
Punjab,Wheat,Kharif,2021,830.64,3650.74
Punjab,Rice,Kharif,2022,144.45,718.93
Maharashtra,Cotton,Kharif,2018,853.55,4079.33
Tamil Nadu,Rice,Rabi,2022,942.45,2992.16
Maharashtra,Wheat,Rabi,2022,764.41,1660.3
Tamil Nadu,Rice,Kharif,2019,719.5,1471.61
Maharashtra,Cotton,Rabi,2019,170.15,367.59
Punjab,Maize,Rabi,2023,607.17,2853.21
Tamil Nadu,Maize,Rabi,2019,36.86,94.84
Maharashtra,Wheat,Kharif,2022,353.56,1514.94
Tamil Nadu,Maize,Rabi,2018,469.04,2094.31
Punjab,Cotton,Kharif,2021,556.13,1774.12
Tamil Nadu,Maize,Kharif,2023,443.2,1238.68
Maharashtra,Maize,Kharif,2019,111.06,491.51
Karnataka,Wheat,Kharif,2020,988.31,2016.65
Tamil Nadu,Cotton,Rabi,2018,759.12,2036.03
Tamil Nadu,Maize,Kharif,2023,29.93,99.71
Karnataka,Cotton,Kharif,2021,613.5,2406.26
Tamil Nadu,Maize,Kharif,2021,819.72,1978.4
Maharashtra,Rice,Rabi,2023,571.1,1303.2
Maharashtra,Cotton,Rabi,2018,882.0,4273.28
Punjab,Rice,Rabi,2019,717.65,1652.34
Maharashtra,Wheat,Rabi,2019,414.74,1406.33
Maharashtra,Cotton,Kharif,2020,268.15,588.46
Tamil Nadu,Wheat,Kharif,2020,180.13,395.36
Punjab,Wheat,Kharif,2020,575.23,2754.12
Punjab,Wheat,Rabi,2019,318.04,1295.06
Maharashtra,Maize,Kharif,2021,558.78,1590.01
Karnataka,Wheat,Rabi,2022,839.2,3923.03
Maharashtra,Rice,Rabi,2018,979.63,4221.97
Maharashtra,Cotton,Kharif,2018,598.59,1802.61
Punjab,Maize,Kharif,2019,344.58,705.93
Karnataka,Wheat,Rabi,2020,791.5,2640.71
Punjab,Rice,Rabi,2023,52.87,205.07
Tamil Nadu,Rice,Kharif,2020,855.5,3874.82
Maharashtra,Rice,Rabi,2023,412.09,931.65
Punjab,Rice,Kharif,2018,719.64,3533.69
Karnataka,Maize,Rabi,2019,58.57,284.88
Punjab,Wheat,Rabi,2021,734.08,2272.46
Punjab,Cotton,Kharif,2019,958.9,3823.84
Maharashtra,Rice,Kharif,2021,965.08,2455.77
Karnataka,Wheat,Rabi,2022,895.36,2941.3
Karnataka,Wheat,Rabi,2020,729.34,3604.92
Karnataka,Rice,Kharif,2021,548.74,2401.33
Punjab,Rice,Kharif,2023,179.08,632.4
Tamil Nadu,Rice,Kharif,2023,370.12,859.15
Karnataka,Rice,Kharif,2023,34.64,149.13
Maharashtra,Cotton,Kharif,2018,170.17,619.92
Karnataka,Rice,Rabi,2022,443.66,2204.48
Tamil Nadu,Maize,Rabi,2018,217.83,607.56
Karnataka,Maize,Kharif,2023,673.73,2667.37
Karnataka,Cotton,Kharif,2020,584.81,1289.16
Tamil Nadu,Wheat,Rabi,2019,774.76,3803.64
Tamil Nadu,Cotton,Rabi,2019,787.34,1986.61
Tamil Nadu,Cotton,Kharif,2018,288.9,798.79
Tamil Nadu,Wheat,Kharif,2022,581.38,2298.16
Maharashtra,Cotton,Kharif,2022,679.26,3050.53
Tamil Nadu,Wheat,Rabi,2019,398.66,1788.16
Tamil Nadu,Rice,Rabi,2020,264.06,1258.63
Maharashtra,Maize,Kharif,2020,467.11,950.86
Punjab,Cotton,Kharif,2018,769.1,3156.09
Tamil Nadu,Maize,Kharif,2023,488.02,1216.41
Tamil Nadu,Maize,Kharif,2019,997.09,4899.08
Punjab,Wheat,Rabi,2020,954.19,3603.56
Tamil Nadu,Rice,Rabi,2018,790.04,1833.76
Maharashtra,Maize,Kharif,2022,101.79,474.11
Punjab,Cotton,Kharif,2019,68.71,221.04
Tamil Nadu,Wheat,Rabi,2018,127.35,598.4
Tamil Nadu,Maize,Rabi,2018,783.59,2786.65
Tamil Nadu,Rice,Rabi,2020,851.38,3736.33
Karnataka,Maize,Kharif,2021,362.03,947.52
Maharashtra,Rice,Kharif,2021,906.99,3007.21
Karnataka,Wheat,Rabi,2021,19.67,76.43
Maharashtra,Wheat,Rabi,2022,653.81,2611.67
Karnataka,Rice,Kharif,2023,386.48,1882.94
Karnataka,Maize,Kharif,2023,593.1,2616.88
Karnataka,Maize,Kharif,2021,840.6,3773.46
Punjab,Maize,Rabi,2022,413.38,1747.3
Tamil Nadu,Wheat,Rabi,2023,458.06,1665.37
Karnataka,Cotton,Kharif,2019,164.47,371.38
Tamil Nadu,Rice,Rabi,2020,788.14,2114.37
Tamil Nadu,Maize,Rabi,2020,857.17,1998.88
Maharashtra,Cotton,Kharif,2018,286.7,916.3
Tamil Nadu,Cotton,Kharif,2021,747.35,2669.27
Punjab,Maize,Rabi,2020,95.84,203.22
Tamil Nadu,Wheat,Rabi,2020,465.8,2125.55
Punjab,Maize,Rabi,2018,801.76,3979.14
Maharashtra,Rice,Rabi,2018,281.92,1169.41
Tamil Nadu,Cotton,Rabi,2023,127.09,573.46
Karnataka,Cotton,Kharif,2022,867.88,1951.58
Tamil Nadu,Rice,Rabi,2022,482.51,1238.89
Karnataka,Cotton,Rabi,2022,306.2,1176.99
Punjab,Maize,Rabi,2020,486.79,2038.84
Tamil Nadu,Cotton,Rabi,2023,424.84,1142.94
Karnataka,Rice,Kharif,2023,76.76,288.28
Maharashtra,Cotton,Kharif,2021,318.05,1402.93
Punjab,Wheat,Kharif,2019,858.69,2979.22
Punjab,Rice,Rabi,2022,451.27,1808.27
Tamil Nadu,Rice,Kharif,2018,428.44,1944.05
Karnataka,Rice,Kharif,2020,734.29,3216.03
Tamil Nadu,Wheat,Rabi,2022,637.82,1997.28
Punjab,Maize,Kharif,2019,650.85,1823.25
Maharashtra,Maize,Kharif,2020,308.07,779.15
Tamil Nadu,Cotton,Rabi,2021,729.41,2509.24
Karnataka,Maize,Rabi,2023,860.01,2978.72
Maharashtra,Cotton,Rabi,2020,239.59,1047.23
Karnataka,Maize,Kharif,2023,316.73,810.71
Karnataka,Cotton,Rabi,2023,716.92,2140.63
Maharashtra,Maize,Kharif,2019,500.69,2297.94
Punjab,Wheat,Kharif,2019,234.38,1102.79
Maharashtra,Wheat,Rabi,2018,390.07,1027.21
Tamil Nadu,Maize,Rabi,2022,762.42,2078.12
Tamil Nadu,Maize,Rabi,2020,853.15,4068.95
Karnataka,Cotton,Rabi,2023,647.34,1732.56
Tamil Nadu,Maize,Kharif,2023,422.19,1753.58
Karnataka,Rice,Rabi,2020,87.75,354.28
Karnataka,Cotton,Kharif,2019,349.82,1497.67
Maharashtra,Maize,Rabi,2018,202.63,996.2
Karnataka,Maize,Rabi,2018,436.35,934.41
Tamil Nadu,Wheat,Rabi,2018,897.85,3497.35
Maharashtra,Rice,Kharif,2021,680.46,2581.43
Maharashtra,Wheat,Rabi,2018,752.66,2505.41
Maharashtra,Rice,Rabi,2023,41.79,135.61
